"id:ID","length:INT"
"1279","582"
"1280","486"
"1281","308"
"1282","597"
"1284","283"
"1285","353"
"1286","20"
"1287","623"
"1288","240"
"1290","559"
"1291","319"
"1292","565"
"1293","379"
"1294","970"
"1296","272"
"1297","646"
"1298","598"
"1299","22"
"1300","581"
"1302","-933"
"1303","818"
"1304","484"
"1305","102"
"1306","308"
"1308","666"
"1309","571"
"1310","938"
"1311","294"
"1312","254"
"1314","655"
"1315","671"
"1316","370"
"1317","406"
"1318","971"
"1320","162"
"1321","622"
"1322","820"
"1323","831"
"1324","172"
"1331","510"
"1332","407"
"1333","850"
"1334","130"
"1335","406"
"1337","544"
"1338","654"
"1339","51"
"1340","632"
"1341","280"
"1343","245"
"1344","951"
"1345","376"
"1346","182"
"1347","780"
"1349","23"
"1350","213"
"1351","535"
"1352","312"
"1353","54"
"1357","853"
"1358","67"
"1359","759"
"1360","84"
"1361","10"
"1363","640"
"1364","407"
"1365","104"
"1366","457"
"1367","63"
"1369","721"
"1370","487"
"1371","675"
"1372","725"
"1373","132"
"1375","825"
"1376","351"
"1377","248"
"1378","575"
"1379","118"
"1381","84"
"1382","996"
"1383","999"
"1384","471"
"1385","386"
"1387","104"
"1388","89"
"1389","804"
"1390","853"
"1391","388"
"1393","294"
"1394","369"
"1395","148"
"1396","285"
"1397","111"
"1399","424"
"1400","315"
"1401","131"
"1402","654"
"1403","15"
"1405","459"
"1406","166"
"1407","772"
"1408","411"
"1409","874"
"1413","50"
"1414","954"
"1415","353"
"1416","231"
"1417","36"
"1419","708"
"1420","731"
"1421","563"
"1422","53"
"1423","839"
"1425","9"
"1426","368"
"1427","922"
"1428","726"
"1429","831"
"1431","9"
"1432","211"
"1433","348"
"1434","313"
"1435","957"
"1439","344"
"1440","550"
"1441","231"
"1442","683"
"1443","-954"
"1445","226"
"1446","928"
"1447","778"
"1448","534"
"1449","175"
"1451","304"
"1452","45"
"1453","596"
"1454","581"
"1455","287"
"1457","768"
"1458","521"
"1459","981"
"1460","494"
"1461","400"
"1463","983"
"1464","854"
"1465","252"
"1466","695"
"1467","66"
"1469","346"
"1470","89"
"1471","301"
"1472","638"
"1473","338"
"1475","149"
"1476","33"
"1477","284"
"1478","998"
"1479","825"
"1483","323"
"1484","-992"
"1485","48"
"1486","550"
"1487","456"
"1489","601"
"1490","853"
"1491","75"
"1492","527"
"1493","436"
"1495","947"
"1496","185"
"1497","424"
"1498","321"
"1499","778"
"1501","133"
"1502","973"
"1503","420"
"1504","283"
"1505","314"
"1507","282"
"1508","207"
"1509","706"
"1510","888"
"1511","78"
"1513","717"
"1514","346"
"1515","1000"
"1516","138"
"1517","910"
"1518","855"
"1522","223"
"1523","263"
"1524","380"
"1525","56"
"1526","562"
"1528","862"
"1529","575"
"1530","43"
"1531","15"
"1532","660"
"1534","86"
"1535","457"
"1536","930"
"1537","985"
"1538","49"
"1540","716"
"1541","188"
"1542","369"
"1543","934"
"1544","486"
"1546","742"
"1547","835"
"1548","657"
"1549","160"
"1550","885"
"1552","723"
"1553","900"
"1554","705"
"1555","114"
"1556","957"
"1560","599"
"1561","69"
"1562","575"
"1563","764"
"1564","969"
"1566","109"
"1567","226"
"1568","407"
"1569","914"
"1570","817"
"1572","532"
"1573","43"
"1574","102"
"1575","963"
"1576","378"
"1578","739"
"1579","944"
"1580","518"
"1581","464"
"1582","929"
"1586","437"
"1587","389"
"1588","829"
"1589","720"
"1590","216"
"1592","87"
"1593","812"
"1594","108"
"1595","390"
"1596","734"
"1598","757"
"1599","753"
"1600","999"
"1601","-120"
"1602","126"
"1604","950"
"1605","546"
"1606","174"
"1607","346"
"1608","606"
"1610","358"
"1611","590"
"1612","27"
"1613","512"
"1614","172"
"1618","782"
"1619","843"
"1620","621"
"1621","815"
"1622","153"
"1624","144"
"1625","404"
"1626","620"
"1627","933"
"1628","261"
"1630","-838"
"1631","224"
"1632","92"
"1633","499"
"1634","11"
"1636","723"
"1637","671"
"1638","254"
"1639","965"
"1640","335"
"1642","6"
"1643","849"
"1644","844"
"1645","14"
"1646","818"
"1648","291"
"1649","-76"
"1650","78"
"1651","118"
"1652","275"
"1654","181"
"1655","442"
"1656","779"
"1657","288"
"1658","328"
"1660","914"
"1661","894"
"1662","210"
"1663","951"
"1664","35"
"1668","962"
"1669","121"
"1670","610"
"1671","367"
"1672","205"
"1674","671"
"1675","529"
"1676","120"
"1677","658"
"1678","908"
"1680","755"
"1681","712"
"1682","541"
"1683","360"
"1684","471"
"1686","436"
"1687","668"
"1688","179"
"1689","809"
"1690","422"
"1691","805"
"1693","580"
"1694","352"
"1695","63"
"1696","992"
"1697","93"
"1699","104"
"1700","775"
"1701","247"
"1702","933"
"1703","345"
"1705","884"
"1706","578"
"1707","336"
"1708","541"
"1709","1000"
"1711","314"
"1712","290"
"1713","891"
"1714","874"
"1715","218"
"1719","940"
"1720","506"
"1721","904"
"1722","451"
"1723","563"
"1725","500"
"1726","870"
"1727","407"
"1728","753"
"1729","536"
"1731","-326"
"1732","655"
"1733","188"
"1734","451"
"1735","845"
"1737","-360"
"1738","28"
"1739","620"
"1740","839"
"1741","139"
"1745","549"
"1746","16"
"1747","774"
"1748","717"
"1749","823"
"1751","6"
"1752","395"
"1753","375"
"1754","293"
"1755","495"
"1757","374"
"1758","670"
"1759","837"
"1760","38"
"1761","747"
"1763","838"
"1764","566"
"1765","882"
"1766","959"
"1767","793"
"1769","997"
"1770","1000"
"1771","854"
"1772","368"
"1773","526"
"1775","58"
"1776","920"
"1777","684"
"1778","685"
"1779","882"
"1781","366"
"1782","835"
"1783","967"
"1784","380"
"1785","140"
"1787","64"
"1788","986"
"1789","585"
"1790","606"
"1791","632"
"1792","900"
"1796","189"
"1797","772"
"1798","196"
"1799","242"
"1800","236"
"1804","405"
"1805","992"
"1806","127"
"1807","779"
"1808","275"
"1810","435"
"1811","756"
"1812","553"
"1813","675"
"1814","855"
"1816","353"
"1817","974"
"1818","412"
"1819","645"
"1820","493"
"1822","628"
"1823","901"
"1824","245"
"1825","966"
"1826","829"
"1830","117"
"1831","953"
"1832","658"
"1833","613"
"1834","400"
"1836","383"
"1837","738"
"1838","77"
"1839","551"
"1840","958"
"1842","461"
"1843","209"
"1844","778"
"1845","7"
"1846","484"
"1848","890"
"1849","141"
"1850","608"
"1851","469"
"1852","510"
"1854","963"
"1855","916"
"1856","333"
"1857","747"
"1858","827"
"1860","47"
"1861","324"
"1862","113"
"1863","399"
"1864","394"
"1866","153"
"1867","662"
"1868","166"
"1869","424"
"1870","83"
"1872","515"
"1873","397"
"1874","867"
"1875","781"
"1876","941"
"1880","728"
"1881","29"
"1882","250"
"1883","901"
"1884","9"
"1886","346"
"1887","-729"
"1888","519"
"1889","598"
"1890","489"
"1892","179"
"1893","802"
"1894","800"
"1895","-160"
"1896","31"
"1898","290"
"1899","524"
"1900","898"
"1901","224"
"1902","13"
"1904","167"
"1905","301"
"1906","612"
"1907","948"
"1908","759"
"1910","19"
"1911","700"
"1912","299"
"1913","371"
"1914","323"
"1916","241"
"1917","458"
"1918","895"
"1919","715"
"1920","782"
"1922","444"
"1923","961"
"1924","781"
"1925","347"
"1926","936"
"1930","915"
"1931","966"
"1932","537"
"1933","280"
"1934","715"
"1936","172"
"1937","532"
"1938","974"
"1939","980"
"1940","5"
"1942","207"
"1943","525"
"1944","445"
"1945","637"
"1946","319"
"1948","784"
"1949","373"
"1950","917"
"1951","406"
"1952","859"
"1954","107"
"1955","432"
"1956","479"
"1957","502"
"1958","887"
"1960","494"
"1961","829"
"1962","866"
"1963","722"
"1964","18"
"1966","629"
"1967","361"
"1968","690"
"1969","799"
"1970","53"
"1974","363"
"1975","567"
"1976","910"
"1977","421"
"1978","98"
"1980","563"
"1981","179"
"1982","81"
"1983","362"
"1984","391"
"1986","19"
"1987","14"
"1988","529"
"1989","313"
"1990","264"
"1992","376"
"1993","485"
"1994","714"
"1995","666"
"1996","533"
"1998","593"
"1999","789"
"2000","442"
"2001","173"
"2002","413"
"2004","462"
"2005","208"
"2006","478"
"2007","382"
"2008","461"
"2010","805"
"2011","107"
"2012","957"
"2013","17"
"2014","895"
"2016","425"
"2017","810"
"2018","612"
"2019","854"
"2020","885"
"2024","832"
"2025","192"
"2026","999"
"2027","766"
"2028","873"
"2030","583"
"2031","501"
"2032","791"
"2033","608"
"2034","908"
"2035","882"
"2037","107"
"2038","152"
"2039","98"
"2040","72"
"2041","166"
"2043","374"
"2044","14"
"2045","415"
"2046","755"
"2047","690"
"2049","806"
"2050","769"
"2051","757"
"2052","370"
"2053","681"
"2055","125"
"2056","129"
"2057","749"
"2058","154"
"2059","310"
"2061","314"
"2062","308"
"2063","40"
"2064","471"
"2065","53"
"2072","192"
"2073","75"
"2074","679"
"2075","426"
"2076","694"
"2078","120"
"2079","843"
"2080","644"
"2081","373"
"2082","910"
"2084","962"
"2085","580"
"2086","466"
"2087","934"
"2088","197"
"2090","643"
"2091","355"
"2092","430"
"2093","929"
"2094","514"
"2096","896"
"2097","929"
"2098","806"
"2099","426"
"2100","575"
"2104","7"
"2105","165"
"2106","85"
"2107","986"
"2108","399"
"2110","735"
"2111","327"
"2112","148"
"2113","45"
"2114","36"
"2116","99"
"2117","780"
"2118","696"
"2119","196"
"2120","816"
"2122","74"
"2123","994"
"2124","927"
"2125","91"
"2126","682"
"2128","438"
"2129","352"
"2130","532"
"2131","-871"
"2132","139"
"2136","687"
"2137","59"
"2138","59"
"2139","788"
"2140","474"
"2144","724"
"2145","750"
"2146","15"
"2147","982"
"2148","976"
"2150","413"
"2151","1"
"2152","781"
"2153","731"
"2154","730"
"2156","5"
"2157","672"
"2158","444"
"2159","98"
"2160","550"
"2162","830"
"2163","633"
"2164","498"
"2165","628"
"2166","27"
"2168","924"
"2169","404"
"2170","289"
"2171","2"
"2172","617"
"2174","340"
"2175","909"
"2176","749"
"2177","133"
"2178","47"
"2180","511"
"2181","380"
"2182","50"
"2183","340"
"2184","678"
"2186","516"
"2187","492"
"2188","731"
"2189","900"
"2190","539"
"2194","345"
"2195","904"
"2196","601"
"2197","964"
"2198","50"
"2200","815"
"2201","99"
"2202","139"
"2203","815"
"2204","465"
"2206","410"
"2207","716"
"2208","933"
"2209","612"
"2210","53"
"2212","418"
"2213","502"
"2214","206"
"2215","555"
"2216","262"
"2218","785"
"2219","827"
"2220","98"
"2221","924"
"2222","651"
"2224","738"
"2225","591"
"2226","251"
"2227","935"
"2228","906"
"2232","686"
"2233","503"
"2234","102"
"2235","685"
"2236","910"
"2238","569"
"2239","237"
"2240","592"
"2241","910"
"2242","355"
"2246","597"
"2247","523"
"2248","412"
"2249","936"
"2250","880"
"2254","671"
"2255","349"
"2256","205"
"2257","713"
"2258","904"
"2260","625"
"2261","763"
"2262","457"
"2263","400"
"2264","307"
"2266","598"
"2267","708"
"2268","430"
"2269","162"
"2270","845"
"2272","376"
"2273","185"
"2274","632"
"2275","757"
"2276","281"
"2278","885"
"2279","125"
"2280","728"
"2281","574"
"2282","806"
"2284","637"
"2285","304"
"2286","549"
"2287","241"
"2288","995"
"2292","601"
"2293","323"
"2294","897"
"2295","416"
"2296","458"
"2298","540"
"2299","107"
"2300","656"
"2301","-714"
"2302","702"
"2306","614"
"2307","36"
"2308","478"
"2309","87"
"2310","809"
"2312","696"
"2313","837"
"2314","497"
"2315","502"
"2316","718"
"2318","894"
"2319","514"
"2320","743"
"2321","337"
"2322","303"
"2324","441"
"2325","611"
"2326","975"
"2327","955"
"2328","191"
"2330","664"
"2331","940"
"2332","7"
"2333","-891"
"2334","397"
"2336","894"
"2337","139"
"2338","549"
"2339","892"
"2340","924"
"2342","852"
"2343","777"
"2344","446"
"2345","679"
"2346","179"
"2348","746"
"2349","15"
"2350","459"
"2351","114"
"2352","657"
"2354","966"
"2355","206"
"2356","10"
"2357","341"
"2358","901"
"2362","78"
"2363","967"
"2364","954"
"2365","534"
"2366","222"
"2368","121"
"2369","72"
"2370","76"
"2371","767"
"2372","589"
"2374","85"
"2375","669"
"2376","557"
"2377","621"
"2378","322"
"2380","216"
"2381","467"
"2382","82"
"2383","919"
"2384","514"
"2386","280"
"2387","738"
"2388","793"
"2389","318"
"2390","724"
"2392","393"
"2393","904"
"2394","791"
"2395","186"
"2396","585"
"2398","820"
"2399","968"
"2400","359"
"2401","25"
"2402","518"
"2406","136"
"2407","934"
"2408","592"
"2409","279"
"2410","990"
"2412","428"
"2413","481"
"2414","835"
"2415","264"
"2416","522"
"2418","839"
"2419","635"
"2420","144"
"2421","490"
"2422","159"
"2426","-389"
"2427","95"
"2428","94"
"2429","43"
"2430","572"
"2431","229"
"2433","527"
"2434","699"
"2435","126"
"2436","45"
"2437","435"
"2439","377"
"2440","341"
"2441","582"
"2442","57"
"2443","218"
"2445","737"
"2446","466"
"2447","166"
"2448","446"
"2449","957"
"2451","15"
"2452","777"
"2453","591"
"2454","764"
"2455","28"
"2457","89"
"2458","-651"
"2459","614"
"2460","274"
"2461","955"
"2463","17"
"2464","418"
"2465","903"
"2466","641"
"2467","121"
"2471","867"
"2472","431"
"2473","544"
"2474","913"
"2475","606"
"2477","679"
"2478","830"
"2479","288"
"2480","67"
"2481","510"
"2483","805"
"2484","922"
"2485","19"
"2486","648"
"2487","452"
"2489","397"
"2490","985"
"2491","926"
"2492","457"
"2493","88"
"2497","341"
"2498","966"
"2499","155"
"2500","313"
"2501","906"
"2503","834"
"2504","182"
"2505","517"
"2506","256"
"2507","501"
"2509","251"
"2510","384"
"2511","558"
"2512","112"
"2513","324"
"2517","411"
"2518","928"
"2519","283"
"2520","534"
"2521","899"
"2522","557"
"2524","961"
"2525","54"
"2526","104"
"2527","590"
"2528","189"
"2530","400"
"2531","801"
"2532","286"
"2533","960"
"2534","546"
"2536","367"
"2537","140"
"2538","537"
"2539","404"
"2540","357"
"2542","142"
"2543","360"
"2544","132"
"2545","483"
"2546","47"
"2548","200"
"2549","609"
"2550","729"
"2551","453"
"2552","613"
"2554","247"
"2555","809"
"2556","278"
"2557","259"
"2558","741"
"2560","413"
"2561","-788"
"2562","700"
"2563","500"
"2564","188"
"2571","764"
"2572","42"
"2573","714"
"2574","39"
"2575","922"
"2577","828"
"2578","793"
"2579","851"
"2580","295"
"2581","738"
"2583","395"
"2584","397"
"2585","16"
"2586","291"
"2587","676"
"2589","749"
"2590","648"
"2591","789"
"2592","163"
"2593","222"
"2595","954"
"2596","225"
"2597","812"
"2598","627"
"2599","161"
"2601","868"
"2602","514"
"2603","630"
"2604","530"
"2605","677"
"2607","559"
"2608","721"
"2609","547"
"2610","966"
"2611","449"
"2613","68"
"2614","575"
"2615","828"
"2616","402"
"2617","745"
"2619","304"
"2620","452"
"2621","744"
"2622","950"
"2623","883"
"2627","778"
"2628","553"
"2629","130"
"2630","404"
"2631","473"
"2633","263"
"2634","409"
"2635","940"
"2636","972"
"2637","948"
"2639","736"
"2640","334"
"2641","728"
"2642","734"
"2643","472"
"2645","967"
"2646","404"
"2647","410"
"2648","997"
"2649","210"
"2651","744"
"2652","353"
"2653","403"
"2654","116"
"2655","529"
"2657","535"
"2658","699"
"2659","682"
"2660","128"
"2661","895"
"2663","398"
"2664","366"
"2665","700"
"2666","806"
"2667","868"
"2669","65"
"2670","539"
"2671","339"
"2672","813"
"2673","902"
"2675","399"
"2676","375"
"2677","631"
"2678","237"
"2679","382"
"2683","370"
"2684","501"
"2685","153"
"2686","386"
"2687","23"
"2689","657"
"2690","219"
"2691","728"
"2692","584"
"2693","661"
"2695","299"
