"id:ID","length:INT"
"1293","273"
"1294","367"
"1295","840"
"1297","970"
"1298","101"
"1299","272"
"1300","646"
"1301","598"
"1305","202"
"1306","64"
"1307","924"
"1308","98"
"1309","904"
"1313","571"
"1314","938"
"1315","294"
"1316","254"
"1317","767"
"1319","671"
"1320","370"
"1321","406"
"1322","971"
"1323","202"
"1325","298"
"1326","361"
"1327","155"
"1328","62"
"1329","794"
"1331","95"
"1332","95"
"1333","782"
"1334","635"
"1335","725"
"1337","406"
"1338","490"
"1339","58"
"1340","918"
"1341","194"
"1343","280"
"1344","535"
"1345","147"
"1346","715"
"1347","385"
"1349","780"
"1350","359"
"1351","374"
"1352","3"
"1353","343"
"1355","54"
"1356","943"
"1357","385"
"1358","256"
"1359","853"
"1361","733"
"1362","960"
"1363","485"
"1364","709"
"1365","640"
"1369","63"
"1370","801"
"1371","721"
"1372","487"
"1373","675"
"1375","84"
"1376","65"
"1377","825"
"1378","351"
"1379","248"
"1381","186"
"1382","818"
"1383","84"
"1384","996"
"1385","999"
"1387","846"
"1388","701"
"1389","104"
"1390","89"
"1391","804"
"1395","297"
"1396","962"
"1397","341"
"1398","858"
"1399","170"
"1401","734"
"1402","804"
"1403","933"
"1404","221"
"1405","985"
"1407","525"
"1408","204"
"1409","459"
"1410","93"
"1411","110"
"1413","8"
"1414","650"
"1415","50"
"1416","954"
"1417","353"
"1419","949"
"1420","65"
"1421","708"
"1422","731"
"1423","563"
"1425","907"
"1426","823"
"1427","9"
"1428","368"
"1429","922"
"1431","264"
"1432","131"
"1433","9"
"1434","211"
"1435","348"
"1439","236"
"1440","706"
"1441","344"
"1442","550"
"1443","231"
"1445","436"
"1446","953"
"1447","226"
"1448","928"
"1449","778"
"1451","655"
"1452","366"
"1453","304"
"1454","45"
"1455","596"
"1457","879"
"1458","89"
"1459","768"
"1460","521"
"1461","981"
"1463","456"
"1464","979"
"1465","636"
"1466","218"
"1467","762"
"1471","346"
"1472","89"
"1473","301"
"1474","638"
"1475","338"
"1477","149"
"1478","33"
"1479","284"
"1480","998"
"1481","825"
"1483","579"
"1484","436"
"1485","601"
"1486","611"
"1487","111"
"1489","393"
"1490","292"
"1491","593"
"1492","850"
"1493","880"
"1497","947"
"1498","185"
"1499","424"
"1500","321"
"1501","778"
"1503","133"
"1504","973"
"1505","420"
"1506","283"
"1507","314"
"1509","282"
"1510","207"
"1511","706"
"1512","888"
"1513","78"
"1515","717"
"1516","346"
"1517","1000"
"1518","138"
"1519","910"
"1521","369"
"1522","777"
"1523","703"
"1524","894"
"1525","465"
"1527","562"
"1528","262"
"1529","111"
"1530","312"
"1531","703"
"1538","994"
"1539","497"
"1540","630"
"1541","905"
"1542","41"
"1544","609"
"1545","149"
"1546","130"
"1547","151"
"1548","177"
"1550","467"
"1551","709"
"1552","92"
"1553","829"
"1554","935"
"1556","636"
"1557","599"
"1558","69"
"1559","575"
"1560","764"
"1562","407"
"1563","109"
"1564","226"
"1565","407"
"1566","914"
"1568","754"
"1569","532"
"1570","43"
"1571","102"
"1572","963"
"1576","14"
"1577","354"
"1578","731"
"1579","618"
"1580","483"
"1582","284"
"1583","437"
"1584","389"
"1585","829"
"1586","720"
"1588","316"
"1589","87"
"1590","812"
"1591","108"
"1592","390"
"1594","43"
"1595","757"
"1596","753"
"1597","999"
"1598","122"
"1602","450"
"1603","606"
"1604","143"
"1605","430"
"1606","377"
"1608","928"
"1609","511"
"1610","552"
"1611","84"
"1612","15"
"1614","201"
"1615","782"
"1616","843"
"1617","621"
"1618","815"
"1620","880"
"1621","144"
"1622","404"
"1623","620"
"1624","933"
"1628","946"
"1629","719"
"1630","920"
"1631","667"
"1632","653"
"1634","659"
"1635","789"
"1636","436"
"1637","449"
"1638","581"
"1640","657"
"1641","386"
"1642","612"
"1643","165"
"1644","925"
"1646","102"
"1647","51"
"1648","340"
"1649","671"
"1650","973"
"1652","512"
"1653","996"
"1654","329"
"1655","136"
"1656","789"
"1663","62"
"1664","183"
"1665","634"
"1666","512"
"1667","27"
"1669","367"
"1670","205"
"1671","230"
"1672","410"
"1673","518"
"1675","658"
"1676","908"
"1677","816"
"1678","489"
"1679","450"
"1681","360"
"1682","471"
"1683","137"
"1684","974"
"1685","483"
"1687","809"
"1688","422"
"1689","475"
"1690","395"
"1691","831"
"1693","63"
"1694","992"
"1695","93"
"1696","26"
"1697","652"
"1699","247"
"1700","933"
"1701","345"
"1702","892"
"1703","55"
"1705","336"
"1706","541"
"1707","1000"
"1708","108"
"1709","868"
"1713","311"
"1714","506"
"1715","788"
"1716","66"
"1717","413"
"1719","904"
"1720","451"
"1721","563"
"1722","402"
"1723","500"
"1725","693"
"1726","244"
"1727","120"
"1728","414"
"1729","328"
"1731","671"
"1732","396"
"1733","441"
"1734","881"
"1735","362"
"1737","384"
"1738","417"
"1739","760"
"1740","62"
"1741","68"
"1743","16"
"1744","774"
"1745","717"
"1746","823"
"1747","817"
"1749","395"
"1750","375"
"1751","293"
"1752","495"
"1753","162"
"1755","670"
"1756","837"
"1757","38"
"1758","747"
"1759","616"
"1763","55"
"1764","92"
"1765","962"
"1766","94"
"1767","997"
"1769","222"
"1770","259"
"1771","47"
"1772","60"
"1773","58"
"1775","546"
"1776","992"
"1777","576"
"1778","861"
"1779","366"
"1781","705"
"1782","145"
"1783","177"
"1784","683"
"1785","64"
"1787","885"
"1788","251"
"1789","204"
"1790","900"
"1791","760"
"1793","189"
"1794","772"
"1795","196"
"1796","242"
"1797","236"
"1799","322"
"1800","785"
"1801","893"
"1802","963"
"1803","760"
"1805","29"
"1806","255"
"1807","105"
"1808","506"
"1809","322"
"1813","741"
"1814","487"
"1815","50"
"1816","221"
"1817","621"
"1823","349"
"1824","561"
"1825","563"
"1826","861"
"1827","966"
"1829","613"
"1830","400"
"1831","270"
"1832","932"
"1833","634"
"1837","428"
"1838","237"
"1839","461"
"1840","209"
"1841","778"
"1843","223"
"1844","961"
"1845","890"
"1846","141"
"1847","608"
"1849","225"
"1850","746"
"1851","963"
"1852","916"
"1853","333"
"1855","324"
"1856","371"
"1857","47"
"1858","324"
"1859","113"
"1861","347"
"1862","913"
"1863","153"
"1864","662"
"1865","166"
"1869","436"
"1870","521"
"1871","672"
"1872","521"
"1873","419"
"1875","371"
"1876","569"
"1877","728"
"1878","29"
"1879","250"
"1881","941"
"1882","347"
"1883","346"
"1884","731"
"1885","519"
"1887","110"
"1888","7"
"1889","179"
"1890","802"
"1891","800"
"1895","51"
"1896","190"
"1897","522"
"1898","90"
"1899","919"
"1901","843"
"1902","757"
"1903","442"
"1904","576"
"1905","512"
"1907","76"
"1908","443"
"1909","909"
"1910","240"
"1911","249"
"1913","213"
"1914","782"
"1915","906"
"1916","451"
"1917","106"
"1919","574"
"1920","591"
"1921","137"
"1922","748"
"1923","844"
"1925","445"
"1926","212"
"1927","915"
"1928","966"
"1929","537"
"1931","929"
"1932","612"
"1933","172"
"1934","532"
"1935","974"
"1939","518"
"1940","274"
"1941","18"
"1942","166"
"1943","188"
"1945","6"
"1946","838"
"1947","510"
"1948","525"
"1949","34"
"1951","55"
"1952","131"
"1953","358"
"1954","324"
"1955","119"
"1957","917"
"1958","699"
"1959","553"
"1960","208"
"1961","16"
"1963","444"
"1964","558"
"1965","399"
"1966","131"
"1967","323"
"1971","859"
"1972","913"
"1973","833"
"1974","859"
"1975","597"
"1977","852"
"1978","486"
"1979","464"
"1980","462"
"1981","43"
"1983","542"
"1984","711"
"1985","245"
"1986","433"
"1987","641"
"1989","915"
"1990","600"
"1991","435"
"1992","495"
"1993","450"
"1995","115"
"1996","766"
"1997","997"
"1998","998"
"1999","500"
"2001","589"
"2002","307"
"2003","372"
"2004","65"
"2005","854"
"2007","722"
"2008","968"
"2009","289"
"2010","807"
"2011","412"
"2015","810"
"2016","612"
"2017","854"
"2018","885"
"2019","179"
"2021","258"
"2022","804"
"2023","285"
"2024","241"
"2025","655"
"2027","68"
"2028","963"
"2029","177"
"2030","286"
"2031","376"
"2033","872"
"2034","936"
"2035","83"
"2036","821"
"2037","117"
